"result","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"poison","f","f","g","f","f","f","c","b","g","e","k","k","b","p","p","w","o","l","h","v","p"
"edible","x","y","e","t","n","f","c","b","n","t","s","s","p","p","p","w","o","p","n","y","d"
"edible","x","f","y","t","l","f","w","n","p","t","s","s","w","w","p","w","o","p","u","v","d"
"edible","x","f","e","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","n","y","d"
"edible","f","f","g","t","n","f","c","b","p","t","s","s","w","w","p","w","o","p","k","v","d"
"edible","x","s","w","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","k","n","m"
"edible","x","y","n","t","a","f","c","b","n","e","s","y","w","w","p","w","o","p","k","y","g"
"poison","f","y","g","f","f","f","c","b","g","e","k","k","b","n","p","w","o","l","h","y","p"
"edible","x","f","w","f","n","f","w","b","p","e","k","s","w","w","p","w","t","p","w","s","g"
"poison","f","y","e","f","y","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","d"
"poison","x","s","n","f","f","f","c","n","b","t","k","s","p","w","p","w","o","e","w","v","p"
"poison","f","f","g","f","f","f","c","b","p","e","k","k","b","n","p","w","o","l","h","y","p"
"poison","f","s","n","f","y","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","d"
"poison","f","s","g","t","f","f","c","b","p","t","f","s","w","w","p","w","o","p","h","v","u"
"edible","f","s","w","f","n","f","w","b","n","t","f","s","w","w","p","w","o","e","k","a","g"
"poison","k","s","n","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","l"
"poison","f","y","n","f","f","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","l"
"poison","k","y","e","f","s","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","d"
"edible","b","f","w","f","n","f","w","b","g","e","s","k","w","w","p","w","t","p","w","s","g"
"poison","f","s","w","t","f","f","c","b","w","t","s","f","w","w","p","w","o","p","h","v","u"
"edible","x","s","y","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","k","s","m"
"edible","x","f","n","t","n","f","c","b","n","t","s","s","p","w","p","w","o","p","n","v","d"
"edible","f","y","g","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","k","y","d"
"edible","x","f","e","t","n","f","c","b","p","t","s","s","p","w","p","w","o","p","k","y","d"
"edible","f","y","y","t","a","f","c","b","w","e","s","y","w","w","p","w","o","p","n","y","g"
"edible","f","f","g","t","n","f","c","b","w","t","s","s","p","w","p","w","o","p","k","v","d"
"poison","c","y","y","f","n","f","w","n","y","e","y","y","y","y","p","y","o","e","w","c","l"
"poison","x","f","p","f","c","f","w","n","p","e","s","s","w","w","p","w","o","p","k","s","d"
"poison","f","s","b","t","n","f","c","b","r","e","s","s","w","w","p","w","t","p","r","v","g"
"poison","x","y","y","f","f","f","c","b","g","e","k","k","p","b","p","w","o","l","h","v","p"
"poison","f","y","y","f","f","f","c","b","p","e","k","k","p","n","p","w","o","l","h","v","d"
"poison","x","y","n","f","s","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","l"
"poison","x","y","g","f","f","f","c","b","p","e","k","k","b","n","p","w","o","l","h","v","g"
"edible","k","f","g","f","n","f","w","b","p","e","k","k","w","w","p","w","t","p","w","n","g"
"poison","x","y","y","f","f","f","c","b","g","e","k","k","b","p","p","w","o","l","h","v","d"
"edible","f","f","g","t","n","f","c","b","u","t","s","s","p","g","p","w","o","p","k","y","d"
"poison","k","y","n","f","f","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","d"
"edible","k","s","n","f","n","a","c","b","y","e","s","s","o","o","p","n","o","p","n","c","l"
"poison","x","f","y","f","f","f","c","b","g","e","k","k","p","n","p","w","o","l","h","y","d"
"poison","f","s","n","f","s","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","l"
"edible","b","s","w","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","k","n","g"
"edible","f","s","n","f","n","a","c","b","n","e","s","s","o","o","p","o","o","p","n","v","l"
"poison","f","y","n","f","y","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","d"
"edible","x","y","w","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","n","s","m"
"poison","f","s","b","t","f","f","c","b","w","t","f","s","w","w","p","w","o","p","h","s","u"
"edible","x","f","e","t","n","f","c","b","n","t","s","s","p","g","p","w","o","p","n","v","d"
"edible","f","f","e","t","n","f","c","b","p","t","s","s","p","g","p","w","o","p","n","y","d"
"poison","f","y","e","f","y","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","p"
"edible","x","y","n","t","n","f","c","b","u","t","s","s","p","g","p","w","o","p","k","v","d"
"poison","f","s","e","f","y","f","c","n","b","t","s","s","p","w","p","w","o","e","w","v","p"
"edible","x","f","g","t","n","f","c","b","p","t","s","s","p","p","p","w","o","p","n","y","d"
"poison","f","y","e","f","s","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","p"
"poison","f","y","n","f","y","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","d"
"poison","x","y","e","f","y","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","l"
"poison","f","s","b","t","f","f","c","b","h","t","f","f","w","w","p","w","o","p","h","v","g"
"edible","x","y","g","t","n","f","c","b","u","t","s","s","w","g","p","w","o","p","n","v","d"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","p","p","p","w","o","l","h","y","d"
"poison","x","f","y","f","f","f","c","b","p","e","k","k","n","p","p","w","o","l","h","v","g"
"poison","f","f","g","f","f","f","c","b","g","e","k","k","n","p","p","w","o","l","h","y","g"
"poison","f","y","e","f","s","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","l"
"poison","b","y","w","t","n","f","w","n","w","e","s","s","w","w","p","w","o","p","w","c","l"
"edible","x","y","y","t","a","f","c","b","n","e","s","y","w","w","p","w","o","p","k","s","g"
"edible","f","y","e","t","n","f","c","b","w","t","s","s","p","p","p","w","o","p","n","y","d"
"edible","f","f","w","f","n","f","w","b","p","t","s","s","w","w","p","w","o","e","n","a","g"
"poison","x","y","e","f","y","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","l"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","n","p","p","w","o","l","h","v","d"
"edible","x","f","w","f","n","f","w","b","n","t","f","s","w","w","p","w","o","e","k","s","g"
"edible","f","s","g","f","n","f","w","b","k","t","s","f","w","w","p","w","o","e","n","s","g"
"poison","x","y","g","f","f","f","c","b","p","e","k","k","b","p","p","w","o","l","h","v","d"
"edible","f","y","n","t","n","f","c","b","u","t","s","s","g","g","p","w","o","p","k","v","d"
"edible","b","s","y","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","n","n","g"
"poison","x","y","g","f","f","f","c","b","g","e","k","k","n","b","p","w","o","l","h","y","d"
"edible","x","s","w","f","n","f","w","b","h","t","s","f","w","w","p","w","o","e","n","a","g"
"edible","f","s","e","t","n","f","c","b","e","e","s","s","w","w","p","w","t","e","w","c","w"
"poison","x","s","e","f","f","f","c","n","b","t","k","k","p","p","p","w","o","e","w","v","d"
"poison","x","s","n","t","p","f","c","n","p","e","s","s","w","w","p","w","o","p","k","s","g"
"poison","f","y","n","f","s","f","c","n","b","t","k","k","p","p","p","w","o","e","w","v","l"
"edible","b","s","w","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","n","n","m"
"edible","f","y","n","t","l","f","c","b","p","e","s","y","w","w","p","w","o","p","n","s","g"
"poison","x","y","g","f","f","f","c","b","g","e","k","k","n","b","p","w","o","l","h","y","g"
"poison","x","y","n","t","p","f","c","n","w","e","s","s","w","w","p","w","o","p","k","s","u"
"poison","f","s","n","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","p"
"poison","k","y","n","f","f","f","c","n","b","t","k","s","p","w","p","w","o","e","w","v","l"
"poison","f","f","g","f","f","f","c","b","p","e","k","k","p","p","p","w","o","l","h","y","g"
"poison","x","y","e","f","s","f","c","n","b","t","s","s","p","w","p","w","o","e","w","v","d"
"poison","x","s","n","f","f","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","p"
"edible","f","f","g","f","n","f","w","b","k","t","s","s","w","w","p","w","o","e","n","s","g"
"poison","k","y","n","f","f","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","p"
"poison","f","y","n","f","y","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","d"
"edible","b","f","g","f","n","f","w","b","g","e","k","k","w","w","p","w","t","p","w","s","g"
"edible","x","s","y","t","a","f","c","b","k","e","s","s","w","w","p","w","o","p","k","n","g"
"poison","x","s","n","f","s","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","p"
"poison","f","f","y","f","f","f","c","b","g","e","k","k","n","p","p","w","o","l","h","v","g"
"edible","x","s","n","f","n","f","w","b","h","t","s","s","w","w","p","w","o","e","n","a","g"
"poison","k","s","n","f","y","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","l"
"edible","f","f","n","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","n","y","d"
"edible","x","f","w","f","n","f","w","b","p","e","s","k","w","w","p","w","t","p","w","s","g"
"poison","x","f","w","f","c","f","w","n","p","e","s","s","w","w","p","w","o","p","k","v","d"
"edible","f","y","y","t","l","f","c","b","w","e","s","y","w","w","p","w","o","p","k","s","g"
"poison","k","s","n","f","f","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","p"
"edible","k","f","n","f","n","f","w","n","w","e","s","s","w","n","p","w","o","e","w","v","l"
"poison","x","f","w","f","c","f","w","n","g","e","s","s","w","w","p","w","o","p","k","s","d"
"edible","b","s","w","f","n","f","w","b","p","e","s","s","w","w","p","w","t","p","w","s","g"
"edible","x","y","w","f","n","f","c","n","w","e","s","f","w","w","p","w","o","f","h","v","d"
"poison","f","y","y","f","f","f","c","b","h","e","k","k","p","b","p","w","o","l","h","v","d"
"poison","x","f","g","f","c","f","w","n","p","e","s","s","w","w","p","w","o","p","k","v","d"
"poison","x","y","n","f","y","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","l"
"edible","x","y","y","t","l","f","c","b","k","e","s","s","w","w","p","w","o","p","k","s","m"
"poison","x","f","y","f","f","f","c","b","p","e","k","k","b","b","p","w","o","l","h","y","g"
"poison","f","s","g","t","f","f","c","b","p","t","f","f","w","w","p","w","o","p","h","s","g"
"edible","f","f","n","f","n","f","w","b","p","t","s","f","w","w","p","w","o","e","n","a","g"
"poison","f","s","n","f","y","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","l"
"poison","f","y","w","t","p","f","c","n","p","e","s","s","w","w","p","w","o","p","n","v","g"
"edible","f","s","g","f","n","f","w","b","p","t","s","f","w","w","p","w","o","e","n","a","g"
"poison","k","y","e","f","f","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","d"
"poison","k","s","e","f","f","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","d"
"poison","f","y","g","f","f","f","c","b","p","e","k","k","p","n","p","w","o","l","h","y","p"
"edible","x","y","n","t","n","f","c","b","w","t","s","s","w","w","p","w","o","p","k","v","d"
"edible","x","y","e","t","n","f","c","b","u","t","s","s","w","w","p","w","o","p","k","y","d"
"poison","x","f","w","f","c","f","c","n","u","e","s","s","w","w","p","w","o","p","n","v","d"
"edible","x","s","g","f","n","f","w","b","h","t","s","s","w","w","p","w","o","e","k","a","g"
"edible","f","f","w","f","n","f","w","b","p","t","s","f","w","w","p","w","o","e","k","s","g"
"edible","f","y","g","t","n","f","c","b","p","t","s","s","w","g","p","w","o","p","n","y","d"
"poison","k","s","e","f","s","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","l"
"poison","f","f","y","f","f","f","c","b","p","e","k","k","p","b","p","w","o","l","h","y","p"
"poison","k","s","n","f","y","f","c","n","b","t","k","k","p","p","p","w","o","e","w","v","p"
"edible","f","s","w","f","n","f","w","b","p","t","s","f","w","w","p","w","o","e","n","s","g"
"edible","f","y","g","t","n","f","c","b","w","t","s","s","w","p","p","w","o","p","k","y","d"
"poison","x","y","g","f","f","f","c","b","h","e","k","k","b","p","p","w","o","l","h","v","d"
"poison","x","y","e","f","f","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","l"
"edible","f","y","g","t","n","f","c","b","w","t","s","s","g","w","p","w","o","p","k","v","d"
"edible","f","f","g","t","n","f","c","b","p","t","s","s","g","g","p","w","o","p","n","y","d"
"edible","x","y","w","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","n","s","m"
"poison","x","y","g","f","f","f","c","b","h","e","k","k","n","p","p","w","o","l","h","v","g"
"poison","x","s","g","t","f","f","c","b","h","t","f","f","w","w","p","w","o","p","h","s","g"
"poison","b","s","b","t","n","f","c","b","g","e","s","s","w","w","p","w","t","p","r","v","g"
"edible","x","f","n","t","n","f","c","b","u","t","s","s","g","g","p","w","o","p","k","y","d"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","n","b","p","w","o","l","h","v","p"
"edible","x","s","n","f","n","f","w","b","k","t","f","f","w","w","p","w","o","e","k","s","g"
"edible","f","y","n","t","n","f","c","b","u","t","s","s","p","g","p","w","o","p","k","y","d"
"edible","f","y","e","t","n","f","c","b","n","t","s","s","p","w","p","w","o","p","k","y","d"
"edible","f","s","n","f","n","f","w","b","n","t","f","f","w","w","p","w","o","e","k","a","g"
"edible","x","f","g","t","n","f","c","b","p","t","s","s","p","p","p","w","o","p","n","v","d"
"poison","x","y","e","f","s","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","d"
"edible","f","y","u","f","n","f","c","n","h","e","s","f","w","w","p","w","o","f","h","y","d"
"poison","f","f","g","f","f","f","c","b","g","e","k","k","n","n","p","w","o","l","h","v","p"
"poison","x","f","y","f","f","f","c","b","g","e","k","k","p","n","p","w","o","l","h","v","d"
"poison","k","y","e","f","f","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","p"
"poison","k","s","e","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","l"
"poison","x","s","p","f","c","f","w","n","p","e","s","s","w","w","p","w","o","p","n","s","d"
"poison","f","f","g","f","f","f","c","b","g","e","k","k","b","n","p","w","o","l","h","v","g"
"edible","b","y","y","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","k","n","m"
"poison","x","s","n","f","f","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","p"
"poison","x","f","w","f","c","f","c","n","g","e","s","s","w","w","p","w","o","p","k","v","d"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","n","b","p","w","o","l","h","y","d"
"edible","f","s","g","f","n","f","w","b","p","t","f","s","w","w","p","w","o","e","k","a","g"
"edible","x","f","n","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","k","v","d"
"poison","f","y","n","f","y","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","d"
"poison","k","y","n","f","y","f","c","n","b","t","k","s","p","w","p","w","o","e","w","v","d"
"poison","f","y","y","f","f","f","c","b","g","e","k","k","n","n","p","w","o","l","h","y","g"
"poison","f","s","b","t","f","f","c","b","h","t","s","s","w","w","p","w","o","p","h","v","g"
"edible","x","s","y","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","n","s","g"
"poison","f","s","e","f","f","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","p"
"poison","x","s","w","t","f","f","c","b","h","t","s","f","w","w","p","w","o","p","h","v","u"
"edible","x","y","y","t","a","f","c","b","k","e","s","s","w","w","p","w","o","p","k","s","g"
"poison","x","f","g","f","f","f","c","b","g","e","k","k","b","n","p","w","o","l","h","v","p"
"poison","k","y","e","f","f","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","d"
"edible","x","y","e","t","n","f","c","b","p","t","s","s","w","p","p","w","o","p","n","y","d"
"poison","k","s","n","f","s","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","l"
"edible","f","f","e","t","n","f","c","b","n","t","s","s","p","w","p","w","o","p","k","y","d"
"edible","f","s","n","t","n","f","c","b","e","e","s","s","w","e","p","w","t","e","w","c","w"
"poison","x","s","n","f","y","f","c","n","b","t","k","k","p","p","p","w","o","e","w","v","l"
"edible","x","f","g","f","n","f","w","b","g","e","k","k","w","w","p","w","t","p","w","s","g"
"edible","x","s","y","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","n","s","m"
"edible","f","f","e","t","n","f","c","b","n","t","s","s","p","p","p","w","o","p","k","y","d"
"poison","x","y","y","f","f","f","c","b","g","e","k","k","p","n","p","w","o","l","h","v","g"
"poison","k","y","n","f","y","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","p"
"poison","x","s","n","t","p","f","c","n","n","e","s","s","w","w","p","w","o","p","k","v","g"
"edible","f","f","e","t","n","f","c","b","n","t","s","s","w","g","p","w","o","p","k","y","d"
"poison","k","s","n","f","y","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","l"
"edible","x","y","g","t","n","f","c","b","p","t","s","s","w","p","p","w","o","p","n","v","d"
"poison","f","y","n","f","y","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","p"
"poison","f","y","n","f","n","f","c","n","w","e","k","y","w","n","p","w","o","e","w","v","d"
"edible","x","y","e","t","n","f","c","b","n","t","s","s","p","p","p","w","o","p","k","v","d"
"poison","x","f","y","f","f","f","c","b","g","e","k","k","b","b","p","w","o","l","h","y","g"
"poison","x","y","y","f","f","f","c","b","g","e","k","k","p","p","p","w","o","l","h","y","p"
"edible","x","s","w","f","n","f","w","b","h","t","f","s","w","w","p","w","o","e","k","a","g"
"edible","b","s","w","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","n","n","g"
"edible","x","s","e","t","n","f","c","b","w","e","s","s","e","e","p","w","t","e","w","c","w"
"edible","f","f","n","f","n","f","w","b","h","t","s","s","w","w","p","w","o","e","n","a","g"
"edible","x","y","e","t","n","f","c","b","u","t","s","s","g","p","p","w","o","p","k","y","d"
"edible","f","f","g","t","n","f","c","b","n","t","s","s","p","w","p","w","o","p","n","y","d"
"edible","x","y","y","t","a","f","c","b","p","e","s","y","w","w","p","w","o","p","n","s","g"
"poison","f","f","y","f","f","f","c","b","p","e","k","k","p","b","p","w","o","l","h","v","g"
"edible","k","y","p","t","n","f","c","b","e","e","s","s","w","w","p","w","t","e","w","c","w"
"poison","x","y","y","f","f","f","c","b","p","e","k","k","p","b","p","w","o","l","h","v","p"
"edible","x","f","n","t","n","f","c","b","n","t","s","s","w","g","p","w","o","p","n","v","d"
"edible","x","f","n","f","n","f","w","b","n","t","f","s","w","w","p","w","o","e","n","a","g"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","p","p","p","w","o","l","h","y","p"
"poison","x","y","e","f","y","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","p"
"edible","x","s","y","t","l","f","c","b","k","e","s","s","w","w","p","w","o","p","k","n","g"
"edible","x","s","w","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","k","n","g"
"poison","k","y","n","f","s","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","p"
"edible","f","s","g","f","n","f","w","b","h","t","f","f","w","w","p","w","o","e","k","a","g"
"edible","x","y","e","t","n","f","c","b","w","t","s","s","g","g","p","w","o","p","n","y","d"
"edible","f","f","w","f","n","f","w","b","k","t","f","s","w","w","p","w","o","e","k","a","g"
"poison","f","f","n","f","n","f","c","n","w","e","k","y","w","n","p","w","o","e","w","v","d"
"edible","f","f","e","t","n","f","c","b","u","t","s","s","p","p","p","w","o","p","n","v","d"
"edible","f","f","e","t","n","f","c","b","u","t","s","s","g","w","p","w","o","p","n","v","d"
"edible","b","s","n","f","n","a","c","b","n","e","s","s","o","o","p","n","o","p","o","c","l"
"poison","f","s","e","f","s","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","p"
"poison","x","f","y","f","f","f","c","b","h","e","k","k","p","n","p","w","o","l","h","y","g"
"edible","f","f","y","t","a","f","w","n","p","t","s","s","w","w","p","w","o","p","n","v","d"
"edible","k","s","n","f","n","a","c","b","y","e","s","s","o","o","p","n","o","p","o","v","l"
"poison","x","s","e","f","f","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","p"
"edible","b","s","w","t","l","f","c","b","n","e","s","s","w","w","p","w","o","p","n","n","g"
"edible","s","f","n","f","n","f","c","n","k","e","s","s","w","w","p","w","o","p","k","y","u"
"edible","f","s","e","t","n","f","c","b","e","e","s","s","w","e","p","w","t","e","w","c","w"
"edible","b","s","y","t","a","f","c","b","k","e","s","s","w","w","p","w","o","p","k","n","m"
"poison","x","y","e","f","f","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","l"
"edible","b","s","y","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","k","n","g"
"edible","x","y","e","t","n","f","c","b","w","t","s","s","p","g","p","w","o","p","n","v","d"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","b","b","p","w","o","l","h","v","d"
"poison","x","s","w","f","c","f","w","n","u","e","s","s","w","w","p","w","o","p","k","s","d"
"edible","b","s","w","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","k","s","g"
"edible","f","y","g","t","n","f","c","b","p","t","s","s","w","p","p","w","o","p","k","y","d"
"edible","x","f","n","t","n","f","c","b","p","t","s","s","w","w","p","w","o","p","k","y","d"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","n","n","p","w","o","l","h","v","d"
"poison","k","y","n","f","f","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","d"
"poison","f","y","e","f","s","f","c","n","b","t","k","k","p","p","p","w","o","e","w","v","p"
"poison","f","s","e","f","f","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","d"
"poison","x","s","n","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","l"
"edible","b","s","w","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","n","n","g"
"poison","k","s","e","f","y","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","d"
"poison","f","f","y","f","f","f","c","b","g","e","k","k","n","b","p","w","o","l","h","v","g"
"edible","k","s","g","f","n","f","w","b","g","e","k","s","w","w","p","w","t","p","w","s","g"
"poison","f","s","b","t","n","f","c","b","r","e","s","s","w","w","p","w","t","p","r","v","m"
"edible","x","f","w","f","n","f","w","b","n","t","s","s","w","w","p","w","o","e","n","s","g"
"edible","f","s","w","f","n","f","w","b","k","t","s","s","w","w","p","w","o","e","k","s","g"
"poison","x","y","e","f","s","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","d"
"poison","x","f","g","f","c","f","c","n","u","e","s","s","w","w","p","w","o","p","k","v","d"
"edible","f","y","n","t","n","f","c","b","u","t","s","s","w","p","p","w","o","p","n","y","d"
"poison","f","s","n","f","y","f","c","n","b","t","s","s","p","w","p","w","o","e","w","v","d"
"poison","k","s","e","f","f","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","l"
"poison","k","s","n","f","s","f","c","n","b","t","k","s","p","p","p","w","o","e","w","v","p"
"edible","x","y","n","t","l","f","c","b","p","e","s","y","w","w","p","w","o","p","k","y","g"
"edible","k","s","g","f","n","f","w","b","w","e","s","s","w","w","p","w","t","p","w","n","g"
"edible","x","y","g","t","n","f","c","b","w","t","s","s","p","w","p","w","o","p","n","y","d"
"edible","f","y","e","t","n","f","c","b","w","t","s","s","g","p","p","w","o","p","n","v","d"
"edible","f","y","y","t","a","f","c","b","p","e","s","y","w","w","p","w","o","p","n","s","g"
"edible","x","f","n","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","n","v","d"
"poison","f","s","e","f","y","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","p"
"poison","f","s","g","t","f","f","c","b","h","t","f","f","w","w","p","w","o","p","h","v","g"
"poison","f","f","y","f","f","f","c","b","g","e","k","k","b","p","p","w","o","l","h","y","d"
"poison","f","y","n","f","s","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","l"
"poison","f","f","g","f","f","f","c","b","h","e","k","k","n","n","p","w","o","l","h","v","d"
"poison","k","y","n","f","s","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","d"
"edible","f","f","w","t","l","f","w","n","p","t","s","s","w","w","p","w","o","p","u","v","d"
"edible","x","f","n","f","n","f","c","n","k","e","s","s","w","w","p","w","o","p","n","y","u"
"edible","f","s","n","f","n","f","w","b","k","t","f","f","w","w","p","w","o","e","k","s","g"
"edible","b","s","w","t","a","f","c","b","k","e","s","s","w","w","p","w","o","p","k","s","g"
"poison","f","s","b","t","f","f","c","b","h","t","s","f","w","w","p","w","o","p","h","s","u"
"poison","x","s","b","t","f","f","c","b","w","t","s","f","w","w","p","w","o","p","h","s","g"
"edible","x","f","g","f","n","f","w","b","p","t","s","f","w","w","p","w","o","e","k","a","g"
"edible","f","f","g","f","n","f","w","b","n","t","s","s","w","w","p","w","o","e","k","a","g"
"poison","x","s","e","f","s","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","d"
"edible","x","f","n","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","n","y","d"
"edible","f","y","n","t","n","f","c","b","w","t","s","s","g","p","p","w","o","p","k","y","d"
"poison","x","y","n","f","s","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","p"
"poison","x","f","y","f","f","f","c","b","h","e","k","k","p","b","p","w","o","l","h","y","g"
"edible","k","s","w","f","n","f","w","b","p","e","s","k","w","w","p","w","t","p","w","n","g"
"poison","k","y","e","f","s","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","l"
"edible","x","f","e","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","n","y","d"
"poison","k","s","n","f","f","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","l"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","n","p","p","w","o","l","h","y","d"
"edible","x","y","r","f","n","f","c","n","p","e","s","f","w","w","p","w","o","f","h","y","d"
"edible","x","s","y","t","l","f","w","n","n","t","s","s","w","w","p","w","o","p","n","v","d"
"edible","x","y","e","t","n","f","c","b","n","t","s","s","g","g","p","w","o","p","k","y","d"
"poison","x","y","g","f","f","f","c","b","p","e","k","k","p","b","p","w","o","l","h","v","p"
"poison","x","f","y","f","f","f","c","b","p","e","k","k","b","n","p","w","o","l","h","v","g"
"poison","k","s","e","f","f","f","c","n","b","t","s","s","w","p","p","w","o","e","w","v","p"
"edible","x","s","y","t","a","f","c","b","g","e","s","s","w","w","p","w","o","p","n","s","g"
"edible","x","s","n","f","n","f","w","b","p","t","s","f","w","w","p","w","o","e","n","s","g"
"poison","f","s","n","f","f","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","d"
"poison","k","s","n","f","y","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","d"
"edible","f","f","e","t","n","f","c","b","w","t","s","s","p","g","p","w","o","p","k","y","d"
"poison","x","s","n","f","y","f","c","n","b","t","s","k","w","p","p","w","o","e","w","v","p"
"edible","x","y","g","t","n","f","c","b","u","t","s","s","p","g","p","w","o","p","n","y","d"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","n","b","p","w","o","l","h","v","g"
"edible","f","y","e","t","n","f","c","b","w","t","s","s","p","w","p","w","o","p","k","y","d"
"poison","k","s","e","f","y","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","d"
"poison","f","s","b","t","f","f","c","b","p","t","f","f","w","w","p","w","o","p","h","s","g"
"poison","f","y","y","f","f","f","c","b","h","e","k","k","b","n","p","w","o","l","h","y","g"
"edible","x","f","e","t","n","f","c","b","n","t","s","s","p","p","p","w","o","p","k","v","d"
